ip,domain,spider_type
65.52.109.119,msnbot-65-52-109-119.search.msn.com,Bing
65.52.109.120,msnbot-65-52-109-120.search.msn.com,Bing
65.52.109.121,msnbot-65-52-109-121.search.msn.com,Bing
65.52.109.122,msnbot-65-52-109-122.search.msn.com,Bing
65.52.109.123,msnbot-65-52-109-123.search.msn.com,Bing
65.52.109.124,msnbot-65-52-109-124.search.msn.com,Bing
65.52.109.125,msnbot-65-52-109-125.search.msn.com,Bing
65.52.109.126,msnbot-65-52-109-126.search.msn.com,Bing
65.52.109.127,msnbot-65-52-109-127.search.msn.com,Bing
65.52.109.128,msnbot-65-52-109-128.search.msn.com,Bing
65.52.109.129,msnbot-65-52-109-129.search.msn.com,Bing
65.52.109.130,msnbot-65-52-109-130.search.msn.com,Bing
65.52.109.133,msnbot-65-52-109-133.search.msn.com,Bing
65.52.109.134,msnbot-65-52-109-134.search.msn.com,Bing
65.52.109.135,msnbot-65-52-109-135.search.msn.com,Bing
65.52.109.136,msnbot-65-52-109-136.search.msn.com,Bing
65.52.109.137,msnbot-65-52-109-137.search.msn.com,Bing
65.52.109.138,msnbot-65-52-109-138.search.msn.com,Bing
65.52.109.139,msnbot-65-52-109-139.search.msn.com,Bing
65.52.109.140,msnbot-65-52-109-140.search.msn.com,Bing
65.52.109.141,msnbot-65-52-109-141.search.msn.com,Bing
65.52.109.142,msnbot-65-52-109-142.search.msn.com,Bing
65.52.109.143,msnbot-65-52-109-143.search.msn.com,Bing
65.52.109.144,msnbot-65-52-109-144.search.msn.com,Bing
65.52.109.145,msnbot-65-52-109-145.search.msn.com,Bing
65.52.109.146,msnbot-65-52-109-146.search.msn.com,Bing
65.52.109.147,msnbot-65-52-109-147.search.msn.com,Bing
65.52.109.148,msnbot-65-52-109-148.search.msn.com,Bing
65.52.109.149,msnbot-65-52-109-149.search.msn.com,Bing
65.52.109.150,msnbot-65-52-109-150.search.msn.com,Bing
65.52.109.151,msnbot-65-52-109-151.search.msn.com,Bing
65.52.109.152,msnbot-65-52-109-152.search.msn.com,Bing
65.52.109.153,msnbot-65-52-109-153.search.msn.com,Bing
65.52.109.154,msnbot-65-52-109-154.search.msn.com,Bing
65.52.109.155,msnbot-65-52-109-155.search.msn.com,Bing
65.52.109.156,msnbot-65-52-109-156.search.msn.com,Bing
65.52.109.157,msnbot-65-52-109-157.search.msn.com,Bing
65.52.109.158,msnbot-65-52-109-158.search.msn.com,Bing
65.52.109.159,msnbot-65-52-109-159.search.msn.com,Bing
65.52.109.160,msnbot-65-52-109-160.search.msn.com,Bing
65.52.109.161,msnbot-65-52-109-161.search.msn.com,Bing
65.52.109.162,msnbot-65-52-109-162.search.msn.com,Bing
65.52.109.163,msnbot-65-52-109-163.search.msn.com,Bing
65.52.109.164,msnbot-65-52-109-164.search.msn.com,Bing
65.52.109.165,msnbot-65-52-109-165.search.msn.com,Bing
65.52.109.166,msnbot-65-52-109-166.search.msn.com,Bing
65.52.109.167,msnbot-65-52-109-167.search.msn.com,Bing
65.52.109.168,msnbot-65-52-109-168.search.msn.com,Bing
65.52.109.169,msnbot-65-52-109-169.search.msn.com,Bing
65.52.109.170,msnbot-65-52-109-170.search.msn.com,Bing
65.52.109.171,msnbot-65-52-109-171.search.msn.com,Bing
65.52.109.172,msnbot-65-52-109-172.search.msn.com,Bing
65.52.109.173,msnbot-65-52-109-173.search.msn.com,Bing
65.52.109.174,msnbot-65-52-109-174.search.msn.com,Bing
65.52.109.175,msnbot-65-52-109-175.search.msn.com,Bing
65.52.109.176,msnbot-65-52-109-176.search.msn.com,Bing
65.52.109.177,msnbot-65-52-109-177.search.msn.com,Bing
65.52.109.178,msnbot-65-52-109-178.search.msn.com,Bing
65.52.109.179,msnbot-65-52-109-179.search.msn.com,Bing
65.52.109.180,msnbot-65-52-109-180.search.msn.com,Bing
65.52.109.181,msnbot-65-52-109-181.search.msn.com,Bing
65.52.109.182,msnbot-65-52-109-182.search.msn.com,Bing
65.52.109.183,msnbot-65-52-109-183.search.msn.com,Bing
65.52.109.184,msnbot-65-52-109-184.search.msn.com,Bing
65.52.109.185,msnbot-65-52-109-185.search.msn.com,Bing
65.52.109.186,msnbot-65-52-109-186.search.msn.com,Bing
65.52.109.187,msnbot-65-52-109-187.search.msn.com,Bing
65.52.109.188,msnbot-65-52-109-188.search.msn.com,Bing
65.52.109.189,msnbot-65-52-109-189.search.msn.com,Bing
65.52.109.190,msnbot-65-52-109-190.search.msn.com,Bing
65.52.109.191,msnbot-65-52-109-191.search.msn.com,Bing
65.52.109.192,msnbot-65-52-109-192.search.msn.com,Bing
65.52.109.193,msnbot-65-52-109-193.search.msn.com,Bing
65.52.109.194,msnbot-65-52-109-194.search.msn.com,Bing
65.52.109.195,msnbot-65-52-109-195.search.msn.com,Bing
65.52.109.196,msnbot-65-52-109-196.search.msn.com,Bing
65.52.109.197,msnbot-65-52-109-197.search.msn.com,Bing
65.52.109.198,msnbot-65-52-109-198.search.msn.com,Bing
65.52.109.199,msnbot-65-52-109-199.search.msn.com,Bing
65.52.109.200,msnbot-65-52-109-200.search.msn.com,Bing
65.52.109.201,msnbot-65-52-109-201.search.msn.com,Bing
65.52.109.202,msnbot-65-52-109-202.search.msn.com,Bing
65.52.109.203,msnbot-65-52-109-203.search.msn.com,Bing
65.52.109.204,msnbot-65-52-109-204.search.msn.com,Bing
65.52.109.205,msnbot-65-52-109-205.search.msn.com,Bing
65.52.109.206,msnbot-65-52-109-206.search.msn.com,Bing
65.52.109.207,msnbot-65-52-109-207.search.msn.com,Bing
65.52.109.208,msnbot-65-52-109-208.search.msn.com,Bing
65.52.109.209,msnbot-65-52-109-209.search.msn.com,Bing
65.52.109.210,msnbot-65-52-109-210.search.msn.com,Bing
65.52.109.211,msnbot-65-52-109-211.search.msn.com,Bing
65.52.109.212,msnbot-65-52-109-212.search.msn.com,Bing
65.52.109.213,msnbot-65-52-109-213.search.msn.com,Bing
65.52.109.214,msnbot-65-52-109-214.search.msn.com,Bing
65.52.109.215,msnbot-65-52-109-215.search.msn.com,Bing
65.52.109.216,msnbot-65-52-109-216.search.msn.com,Bing
65.52.109.217,msnbot-65-52-109-217.search.msn.com,Bing
65.52.109.218,msnbot-65-52-109-218.search.msn.com,Bing
65.52.109.219,msnbot-65-52-109-219.search.msn.com,Bing
65.52.109.220,msnbot-65-52-109-220.search.msn.com,Bing
65.52.109.221,msnbot-65-52-109-221.search.msn.com,Bing
65.52.109.222,msnbot-65-52-109-222.search.msn.com,Bing
65.52.109.223,msnbot-65-52-109-223.search.msn.com,Bing
65.52.109.224,msnbot-65-52-109-224.search.msn.com,Bing
65.52.109.225,msnbot-65-52-109-225.search.msn.com,Bing
65.52.109.226,msnbot-65-52-109-226.search.msn.com,Bing
65.52.109.227,msnbot-65-52-109-227.search.msn.com,Bing
65.52.109.228,msnbot-65-52-109-228.search.msn.com,Bing
65.52.109.229,msnbot-65-52-109-229.search.msn.com,Bing
65.52.109.230,msnbot-65-52-109-230.search.msn.com,Bing
65.52.109.231,msnbot-65-52-109-231.search.msn.com,Bing
65.52.109.232,msnbot-65-52-109-232.search.msn.com,Bing
65.52.109.233,msnbot-65-52-109-233.search.msn.com,Bing
65.52.109.234,msnbot-65-52-109-234.search.msn.com,Bing
65.52.109.235,msnbot-65-52-109-235.search.msn.com,Bing
65.52.109.236,msnbot-65-52-109-236.search.msn.com,Bing
65.52.109.237,msnbot-65-52-109-237.search.msn.com,Bing
65.52.109.238,msnbot-65-52-109-238.search.msn.com,Bing
65.52.109.239,msnbot-65-52-109-239.search.msn.com,Bing
65.52.109.240,msnbot-65-52-109-240.search.msn.com,Bing
65.52.109.241,msnbot-65-52-109-241.search.msn.com,Bing
65.52.109.242,msnbot-65-52-109-242.search.msn.com,Bing
65.52.109.243,msnbot-65-52-109-243.search.msn.com,Bing
65.52.109.244,msnbot-65-52-109-244.search.msn.com,Bing
65.52.109.245,msnbot-65-52-109-245.search.msn.com,Bing
65.52.109.246,msnbot-65-52-109-246.search.msn.com,Bing
65.52.109.247,msnbot-65-52-109-247.search.msn.com,Bing
65.52.109.248,msnbot-65-52-109-248.search.msn.com,Bing
65.52.109.249,msnbot-65-52-109-249.search.msn.com,Bing
65.52.109.250,msnbot-65-52-109-250.search.msn.com,Bing
65.52.109.251,msnbot-65-52-109-251.search.msn.com,Bing
65.52.109.252,msnbot-65-52-109-252.search.msn.com,Bing
65.52.109.253,msnbot-65-52-109-253.search.msn.com,Bing
65.52.109.254,msnbot-65-52-109-254.search.msn.com,Bing
65.52.109.255,msnbot-65-52-109-255.search.msn.com,Bing
65.52.110.0,msnbot-65-52-110-0.search.msn.com,Bing
65.52.110.1,msnbot-65-52-110-1.search.msn.com,Bing
65.52.110.2,msnbot-65-52-110-2.search.msn.com,Bing
65.52.110.5,msnbot-65-52-110-5.search.msn.com,Bing
65.52.110.6,msnbot-65-52-110-6.search.msn.com,Bing
65.52.110.7,msnbot-65-52-110-7.search.msn.com,Bing
65.52.110.8,msnbot-65-52-110-8.search.msn.com,Bing
65.52.110.9,msnbot-65-52-110-9.search.msn.com,Bing
65.52.110.10,msnbot-65-52-110-10.search.msn.com,Bing
65.52.110.11,msnbot-65-52-110-11.search.msn.com,Bing
65.52.110.12,msnbot-65-52-110-12.search.msn.com,Bing
65.52.110.13,msnbot-65-52-110-13.search.msn.com,Bing
65.52.110.14,msnbot-65-52-110-14.search.msn.com,Bing
65.52.110.15,msnbot-65-52-110-15.search.msn.com,Bing
65.52.110.16,msnbot-65-52-110-16.search.msn.com,Bing
65.52.110.17,msnbot-65-52-110-17.search.msn.com,Bing
65.52.110.18,msnbot-65-52-110-18.search.msn.com,Bing
65.52.110.19,msnbot-65-52-110-19.search.msn.com,Bing
65.52.110.20,msnbot-65-52-110-20.search.msn.com,Bing
65.52.110.21,msnbot-65-52-110-21.search.msn.com,Bing
65.52.110.22,msnbot-65-52-110-22.search.msn.com,Bing
65.52.110.23,msnbot-65-52-110-23.search.msn.com,Bing
65.52.110.24,msnbot-65-52-110-24.search.msn.com,Bing
65.52.110.25,msnbot-65-52-110-25.search.msn.com,Bing
65.52.110.26,msnbot-65-52-110-26.search.msn.com,Bing
65.52.110.27,msnbot-65-52-110-27.search.msn.com,Bing
65.52.110.28,msnbot-65-52-110-28.search.msn.com,Bing
65.52.110.29,msnbot-65-52-110-29.search.msn.com,Bing
65.52.110.30,msnbot-65-52-110-30.search.msn.com,Bing
65.52.110.31,msnbot-65-52-110-31.search.msn.com,Bing
65.52.110.32,msnbot-65-52-110-32.search.msn.com,Bing
65.52.110.33,msnbot-65-52-110-33.search.msn.com,Bing
65.52.110.34,msnbot-65-52-110-34.search.msn.com,Bing
65.52.110.35,msnbot-65-52-110-35.search.msn.com,Bing
65.52.110.36,msnbot-65-52-110-36.search.msn.com,Bing
65.52.110.37,msnbot-65-52-110-37.search.msn.com,Bing
65.52.110.38,msnbot-65-52-110-38.search.msn.com,Bing
65.52.110.39,msnbot-65-52-110-39.search.msn.com,Bing
65.52.110.40,msnbot-65-52-110-40.search.msn.com,Bing
65.52.110.41,msnbot-65-52-110-41.search.msn.com,Bing
65.52.110.42,msnbot-65-52-110-42.search.msn.com,Bing
65.52.110.43,msnbot-65-52-110-43.search.msn.com,Bing
65.52.110.44,msnbot-65-52-110-44.search.msn.com,Bing
65.52.110.45,msnbot-65-52-110-45.search.msn.com,Bing
65.52.110.46,msnbot-65-52-110-46.search.msn.com,Bing
65.52.110.47,msnbot-65-52-110-47.search.msn.com,Bing
65.52.110.48,msnbot-65-52-110-48.search.msn.com,Bing
65.52.110.49,msnbot-65-52-110-49.search.msn.com,Bing
65.52.110.50,msnbot-65-52-110-50.search.msn.com,Bing
65.52.110.51,msnbot-65-52-110-51.search.msn.com,Bing
65.52.110.52,msnbot-65-52-110-52.search.msn.com,Bing
65.52.110.53,msnbot-65-52-110-53.search.msn.com,Bing
65.52.110.54,msnbot-65-52-110-54.search.msn.com,Bing
65.52.110.55,msnbot-65-52-110-55.search.msn.com,Bing
65.52.110.56,msnbot-65-52-110-56.search.msn.com,Bing
65.52.110.57,msnbot-65-52-110-57.search.msn.com,Bing
65.52.110.58,msnbot-65-52-110-58.search.msn.com,Bing
65.52.110.59,msnbot-65-52-110-59.search.msn.com,Bing
65.52.110.60,msnbot-65-52-110-60.search.msn.com,Bing
65.52.110.61,msnbot-65-52-110-61.search.msn.com,Bing
65.52.110.62,msnbot-65-52-110-62.search.msn.com,Bing
65.52.110.63,msnbot-65-52-110-63.search.msn.com,Bing
65.52.110.64,msnbot-65-52-110-64.search.msn.com,Bing
65.52.110.65,msnbot-65-52-110-65.search.msn.com,Bing
65.52.110.66,msnbot-65-52-110-66.search.msn.com,Bing
65.52.110.67,msnbot-65-52-110-67.search.msn.com,Bing
65.52.110.68,msnbot-65-52-110-68.search.msn.com,Bing
65.52.110.69,msnbot-65-52-110-69.search.msn.com,Bing
65.52.110.70,msnbot-65-52-110-70.search.msn.com,Bing
65.52.110.71,msnbot-65-52-110-71.search.msn.com,Bing
65.52.110.72,msnbot-65-52-110-72.search.msn.com,Bing
65.52.110.73,msnbot-65-52-110-73.search.msn.com,Bing
65.52.110.74,msnbot-65-52-110-74.search.msn.com,Bing
65.52.110.75,msnbot-65-52-110-75.search.msn.com,Bing
65.52.110.76,msnbot-65-52-110-76.search.msn.com,Bing
65.52.110.77,msnbot-65-52-110-77.search.msn.com,Bing
65.52.110.78,msnbot-65-52-110-78.search.msn.com,Bing
65.52.110.79,msnbot-65-52-110-79.search.msn.com,Bing
65.52.110.80,msnbot-65-52-110-80.search.msn.com,Bing
65.52.110.81,msnbot-65-52-110-81.search.msn.com,Bing
65.52.110.82,msnbot-65-52-110-82.search.msn.com,Bing
65.52.110.83,msnbot-65-52-110-83.search.msn.com,Bing
65.52.110.84,msnbot-65-52-110-84.search.msn.com,Bing
65.52.110.85,msnbot-65-52-110-85.search.msn.com,Bing
65.52.110.86,msnbot-65-52-110-86.search.msn.com,Bing
65.52.110.87,msnbot-65-52-110-87.search.msn.com,Bing
65.52.110.88,msnbot-65-52-110-88.search.msn.com,Bing
65.52.110.89,msnbot-65-52-110-89.search.msn.com,Bing
65.52.110.90,msnbot-65-52-110-90.search.msn.com,Bing
65.52.110.91,msnbot-65-52-110-91.search.msn.com,Bing
65.52.110.92,msnbot-65-52-110-92.search.msn.com,Bing
65.52.110.93,msnbot-65-52-110-93.search.msn.com,Bing
65.52.110.94,msnbot-65-52-110-94.search.msn.com,Bing
65.52.110.95,msnbot-65-52-110-95.search.msn.com,Bing
65.52.110.96,msnbot-65-52-110-96.search.msn.com,Bing
65.52.110.97,msnbot-65-52-110-97.search.msn.com,Bing
65.52.110.98,msnbot-65-52-110-98.search.msn.com,Bing
65.52.110.99,msnbot-65-52-110-99.search.msn.com,Bing
65.52.110.100,msnbot-65-52-110-100.search.msn.com,Bing
65.52.110.101,msnbot-65-52-110-101.search.msn.com,Bing
65.52.110.102,msnbot-65-52-110-102.search.msn.com,Bing
65.52.110.103,msnbot-65-52-110-103.search.msn.com,Bing
65.52.110.104,msnbot-65-52-110-104.search.msn.com,Bing
65.52.110.105,msnbot-65-52-110-105.search.msn.com,Bing
65.52.110.106,msnbot-65-52-110-106.search.msn.com,Bing
65.52.110.107,msnbot-65-52-110-107.search.msn.com,Bing
65.52.110.108,msnbot-65-52-110-108.search.msn.com,Bing
65.52.110.109,msnbot-65-52-110-109.search.msn.com,Bing
65.52.110.110,msnbot-65-52-110-110.search.msn.com,Bing
65.52.110.111,msnbot-65-52-110-111.search.msn.com,Bing
65.52.110.112,msnbot-65-52-110-112.search.msn.com,Bing
65.52.110.113,msnbot-65-52-110-113.search.msn.com,Bing
65.52.110.114,msnbot-65-52-110-114.search.msn.com,Bing
65.52.110.115,msnbot-65-52-110-115.search.msn.com,Bing
65.52.110.116,msnbot-65-52-110-116.search.msn.com,Bing
65.52.110.117,msnbot-65-52-110-117.search.msn.com,Bing
65.52.110.118,msnbot-65-52-110-118.search.msn.com,Bing
65.52.110.119,msnbot-65-52-110-119.search.msn.com,Bing
65.52.110.120,msnbot-65-52-110-120.search.msn.com,Bing
65.52.110.121,msnbot-65-52-110-121.search.msn.com,Bing
65.52.110.122,msnbot-65-52-110-122.search.msn.com,Bing
65.52.110.123,msnbot-65-52-110-123.search.msn.com,Bing
65.52.110.124,msnbot-65-52-110-124.search.msn.com,Bing
65.52.110.125,msnbot-65-52-110-125.search.msn.com,Bing
65.52.110.126,msnbot-65-52-110-126.search.msn.com,Bing
65.52.110.127,msnbot-65-52-110-127.search.msn.com,Bing
65.52.110.128,msnbot-65-52-110-128.search.msn.com,Bing
65.52.110.129,msnbot-65-52-110-129.search.msn.com,Bing
65.52.110.130,msnbot-65-52-110-130.search.msn.com,Bing
65.52.110.133,msnbot-65-52-110-133.search.msn.com,Bing
65.52.110.134,msnbot-65-52-110-134.search.msn.com,Bing
65.52.110.135,msnbot-65-52-110-135.search.msn.com,Bing
65.52.110.136,msnbot-65-52-110-136.search.msn.com,Bing
65.52.110.137,msnbot-65-52-110-137.search.msn.com,Bing
65.52.110.139,msnbot-65-52-110-139.search.msn.com,Bing
65.52.110.140,msnbot-65-52-110-140.search.msn.com,Bing
65.52.110.141,msnbot-65-52-110-141.search.msn.com,Bing
65.52.110.142,msnbot-65-52-110-142.search.msn.com,Bing
65.52.110.143,msnbot-65-52-110-143.search.msn.com,Bing
65.52.110.144,msnbot-65-52-110-144.search.msn.com,Bing
65.52.110.145,msnbot-65-52-110-145.search.msn.com,Bing
65.52.110.146,msnbot-65-52-110-146.search.msn.com,Bing
65.52.110.147,msnbot-65-52-110-147.search.msn.com,Bing
65.52.110.148,msnbot-65-52-110-148.search.msn.com,Bing
65.52.110.149,msnbot-65-52-110-149.search.msn.com,Bing
65.52.110.150,msnbot-65-52-110-150.search.msn.com,Bing
65.52.110.151,msnbot-65-52-110-151.search.msn.com,Bing
65.52.110.152,msnbot-65-52-110-152.search.msn.com,Bing
65.52.110.153,msnbot-65-52-110-153.search.msn.com,Bing
65.52.110.154,msnbot-65-52-110-154.search.msn.com,Bing
65.52.110.155,msnbot-65-52-110-155.search.msn.com,Bing
65.52.110.156,msnbot-65-52-110-156.search.msn.com,Bing
65.52.110.157,msnbot-65-52-110-157.search.msn.com,Bing
65.52.110.158,msnbot-65-52-110-158.search.msn.com,Bing
65.52.110.159,msnbot-65-52-110-159.search.msn.com,Bing
65.52.110.160,msnbot-65-52-110-160.search.msn.com,Bing
65.52.110.161,msnbot-65-52-110-161.search.msn.com,Bing
65.52.110.162,msnbot-65-52-110-162.search.msn.com,Bing
65.52.110.163,msnbot-65-52-110-163.search.msn.com,Bing
65.52.110.164,msnbot-65-52-110-164.search.msn.com,Bing
65.52.110.165,msnbot-65-52-110-165.search.msn.com,Bing
65.52.110.166,msnbot-65-52-110-166.search.msn.com,Bing
65.52.110.167,msnbot-65-52-110-167.search.msn.com,Bing
65.52.110.168,msnbot-65-52-110-168.search.msn.com,Bing
65.52.110.169,msnbot-65-52-110-169.search.msn.com,Bing
65.52.110.170,msnbot-65-52-110-170.search.msn.com,Bing
65.52.110.171,msnbot-65-52-110-171.search.msn.com,Bing
65.52.110.172,msnbot-65-52-110-172.search.msn.com,Bing
65.52.110.173,msnbot-65-52-110-173.search.msn.com,Bing
65.52.110.174,msnbot-65-52-110-174.search.msn.com,Bing
65.52.110.175,msnbot-65-52-110-175.search.msn.com,Bing
65.52.110.176,msnbot-65-52-110-176.search.msn.com,Bing
65.52.110.177,msnbot-65-52-110-177.search.msn.com,Bing
65.52.110.178,msnbot-65-52-110-178.search.msn.com,Bing
65.52.110.179,msnbot-65-52-110-179.search.msn.com,Bing
65.52.110.180,msnbot-65-52-110-180.search.msn.com,Bing
65.52.110.181,msnbot-65-52-110-181.search.msn.com,Bing
65.52.110.182,msnbot-65-52-110-182.search.msn.com,Bing
65.52.110.183,msnbot-65-52-110-183.search.msn.com,Bing
65.52.110.184,msnbot-65-52-110-184.search.msn.com,Bing
65.52.110.185,msnbot-65-52-110-185.search.msn.com,Bing
65.52.110.186,msnbot-65-52-110-186.search.msn.com,Bing
65.52.110.187,msnbot-65-52-110-187.search.msn.com,Bing
65.52.110.188,msnbot-65-52-110-188.search.msn.com,Bing
65.52.110.189,msnbot-65-52-110-189.search.msn.com,Bing
65.52.110.190,msnbot-65-52-110-190.search.msn.com,Bing
65.52.110.191,msnbot-65-52-110-191.search.msn.com,Bing
65.52.110.192,msnbot-65-52-110-192.search.msn.com,Bing
65.52.110.193,msnbot-65-52-110-193.search.msn.com,Bing
65.52.110.194,msnbot-65-52-110-194.search.msn.com,Bing
65.52.110.195,msnbot-65-52-110-195.search.msn.com,Bing
65.52.110.196,msnbot-65-52-110-196.search.msn.com,Bing
65.52.110.197,msnbot-65-52-110-197.search.msn.com,Bing
65.52.110.198,msnbot-65-52-110-198.search.msn.com,Bing
65.52.110.199,msnbot-65-52-110-199.search.msn.com,Bing
65.52.110.200,msnbot-65-52-110-200.search.msn.com,Bing
65.52.110.201,msnbot-65-52-110-201.search.msn.com,Bing
65.52.110.202,msnbot-65-52-110-202.search.msn.com,Bing
65.52.110.203,msnbot-65-52-110-203.search.msn.com,Bing
65.52.110.204,msnbot-65-52-110-204.search.msn.com,Bing
65.52.110.205,msnbot-65-52-110-205.search.msn.com,Bing
65.52.110.206,msnbot-65-52-110-206.search.msn.com,Bing
65.52.110.207,msnbot-65-52-110-207.search.msn.com,Bing
65.52.110.208,msnbot-65-52-110-208.search.msn.com,Bing
65.52.110.209,msnbot-65-52-110-209.search.msn.com,Bing
65.52.110.210,msnbot-65-52-110-210.search.msn.com,Bing
65.52.110.211,msnbot-65-52-110-211.search.msn.com,Bing
65.52.110.212,msnbot-65-52-110-212.search.msn.com,Bing
65.52.110.213,msnbot-65-52-110-213.search.msn.com,Bing
65.52.110.214,msnbot-65-52-110-214.search.msn.com,Bing
65.52.110.215,msnbot-65-52-110-215.search.msn.com,Bing
65.52.110.216,msnbot-65-52-110-216.search.msn.com,Bing
65.52.110.217,msnbot-65-52-110-217.search.msn.com,Bing
65.52.110.218,msnbot-65-52-110-218.search.msn.com,Bing
65.52.110.219,msnbot-65-52-110-219.search.msn.com,Bing
65.52.110.220,msnbot-65-52-110-220.search.msn.com,Bing
65.52.110.221,msnbot-65-52-110-221.search.msn.com,Bing
65.52.110.222,msnbot-65-52-110-222.search.msn.com,Bing
65.52.110.223,msnbot-65-52-110-223.search.msn.com,Bing
65.52.110.224,msnbot-65-52-110-224.search.msn.com,Bing
65.52.110.225,msnbot-65-52-110-225.search.msn.com,Bing
65.52.110.226,msnbot-65-52-110-226.search.msn.com,Bing
65.52.110.227,msnbot-65-52-110-227.search.msn.com,Bing
65.52.110.228,msnbot-65-52-110-228.search.msn.com,Bing
65.52.110.229,msnbot-65-52-110-229.search.msn.com,Bing
65.52.110.230,msnbot-65-52-110-230.search.msn.com,Bing
65.52.110.231,msnbot-65-52-110-231.search.msn.com,Bing
65.52.110.232,msnbot-65-52-110-232.search.msn.com,Bing
65.52.110.233,msnbot-65-52-110-233.search.msn.com,Bing
65.52.110.234,msnbot-65-52-110-234.search.msn.com,Bing
65.52.110.235,msnbot-65-52-110-235.search.msn.com,Bing
65.52.110.236,msnbot-65-52-110-236.search.msn.com,Bing
65.52.110.237,msnbot-65-52-110-237.search.msn.com,Bing
65.52.110.238,msnbot-65-52-110-238.search.msn.com,Bing
65.52.110.239,msnbot-65-52-110-239.search.msn.com,Bing
65.52.110.240,msnbot-65-52-110-240.search.msn.com,Bing
65.52.110.241,msnbot-65-52-110-241.search.msn.com,Bing
65.52.110.242,msnbot-65-52-110-242.search.msn.com,Bing
65.52.110.243,msnbot-65-52-110-243.search.msn.com,Bing
65.52.110.244,msnbot-65-52-110-244.search.msn.com,Bing
65.52.110.245,msnbot-65-52-110-245.search.msn.com,Bing
65.52.110.246,msnbot-65-52-110-246.search.msn.com,Bing
65.52.110.247,msnbot-65-52-110-247.search.msn.com,Bing
65.52.110.248,msnbot-65-52-110-248.search.msn.com,Bing
65.52.110.249,msnbot-65-52-110-249.search.msn.com,Bing
65.52.110.250,msnbot-65-52-110-250.search.msn.com,Bing
65.52.110.251,msnbot-65-52-110-251.search.msn.com,Bing
65.52.110.252,msnbot-65-52-110-252.search.msn.com,Bing
65.52.110.253,msnbot-65-52-110-253.search.msn.com,Bing
65.52.110.254,msnbot-65-52-110-254.search.msn.com,Bing
65.52.110.255,msnbot-65-52-110-255.search.msn.com,Bing
65.54.164.36,msnbot64036.search.msn.com,Bing
65.54.164.37,msnbot64037.search.msn.com,Bing
65.54.164.38,msnbot64038.search.msn.com,Bing
65.54.164.39,msnbot64039.search.msn.com,Bing
65.54.164.40,msnbot64040.search.msn.com,Bing
65.54.164.41,msnbot64041.search.msn.com,Bing
65.54.164.42,msnbot64042.search.msn.com,Bing
65.54.164.43,msnbot64043.search.msn.com,Bing
65.54.164.44,msnbot64044.search.msn.com,Bing
65.54.164.45,msnbot64045.search.msn.com,Bing
65.54.164.46,msnbot64046.search.msn.com,Bing
65.54.164.47,msnbot64047.search.msn.com,Bing
65.54.164.48,msnbot64048.search.msn.com,Bing
65.54.164.49,msnbot64049.search.msn.com,Bing
65.54.164.50,msnbot64050.search.msn.com,Bing
65.54.164.51,msnbot64051.search.msn.com,Bing
65.54.164.52,msnbot64052.search.msn.com,Bing
65.54.164.53,msnbot64053.search.msn.com,Bing
65.54.164.54,msnbot64054.search.msn.com,Bing
65.54.164.55,msnbot64055.search.msn.com,Bing
65.54.164.56,msnbot64056.search.msn.com,Bing
65.54.164.57,msnbot64057.search.msn.com,Bing
65.54.164.58,msnbot64058.search.msn.com,Bing
65.54.164.59,msnbot64059.search.msn.com,Bing
65.54.164.60,msnbot64060.search.msn.com,Bing
65.54.164.61,msnbot64061.search.msn.com,Bing
65.54.164.62,msnbot64062.search.msn.com,Bing
65.54.164.63,msnbot64063.search.msn.com,Bing
65.54.164.64,msnbot64064.search.msn.com,Bing
65.54.164.65,msnbot64065.search.msn.com,Bing
65.54.164.66,msnbot64066.search.msn.com,Bing
65.54.164.67,msnbot64067.search.msn.com,Bing
65.54.164.68,msnbot64068.search.msn.com,Bing
65.54.164.69,msnbot64069.search.msn.com,Bing
65.54.164.70,msnbot64070.search.msn.com,Bing
65.54.164.71,msnbot64071.search.msn.com,Bing
65.54.164.72,msnbot64072.search.msn.com,Bing
65.54.164.73,msnbot64073.search.msn.com,Bing
65.54.164.74,msnbot64074.search.msn.com,Bing
65.54.164.75,msnbot64075.search.msn.com,Bing
65.54.164.76,msnbot64076.search.msn.com,Bing
65.54.164.77,msnbot64077.search.msn.com,Bing
65.54.164.78,msnbot64078.search.msn.com,Bing
65.54.164.79,msnbot64079.search.msn.com,Bing
65.54.164.80,msnbot64080.search.msn.com,Bing
65.54.164.81,msnbot64081.search.msn.com,Bing
65.54.164.82,msnbot64082.search.msn.com,Bing
65.54.164.83,msnbot64083.search.msn.com,Bing
65.54.164.84,msnbot64084.search.msn.com,Bing
65.54.164.85,msnbot64085.search.msn.com,Bing
65.54.164.86,msnbot64086.search.msn.com,Bing
65.54.164.87,msnbot64087.search.msn.com,Bing
65.54.164.88,msnbot64088.search.msn.com,Bing
65.54.164.89,msnbot64089.search.msn.com,Bing
65.54.164.90,msnbot64090.search.msn.com,Bing
65.54.164.91,msnbot64091.search.msn.com,Bing
65.54.164.92,msnbot64092.search.msn.com,Bing
65.54.164.93,msnbot64093.search.msn.com,Bing
65.54.164.94,msnbot64094.search.msn.com,Bing
65.54.164.95,msnbot64095.search.msn.com,Bing
65.54.164.96,msnbot64096.search.msn.com,Bing
65.54.164.97,msnbot64097.search.msn.com,Bing
